Sub-Event Matches
German Open Bayreuth 2001


Year	Event	Player A	Player B	Player X	Player Y	Sub-event	Stage	Round	Result	Games	Winner	Winner
2001	German Open Bayreuth 2001	GAVLAS Antonin (CZE)		ZWICKL Daniel (HUN)		MS	Qualification		3 - 4	11:7 11:5 11:5 7:11 9:11 12:14 6:11	ZWICKL Daniel	
2001	German Open Bayreuth 2001	TOKIC Bojan (SLO)		GREEN Wally (USA)		MS	Qualification		4 - 0	11:7 11:7 11:3 11:4	TOKIC Bojan	
2001	German Open Bayreuth 2001	TOKIC Bojan (SLO)		SCHLICHTER Jorg (GER)		MS	Qualification		4 - 0	11:9 11:9 11:8 11:9	TOKIC Bojan	
2001	German Open Bayreuth 2001	GREEN Wally (USA)		SCHLICHTER Jorg (GER)		MS	Qualification		0 - 4	2:11 5:11 8:11 3:11	SCHLICHTER Jorg	
2001	German Open Bayreuth 2001	MARTINEZ Michel (FRA)		JAPEC Tomislav (CRO)		MS	Qualification		2 - 4	11:9 11:5 7:11 4:11 7:11 8:11	JAPEC Tomislav	
2001	German Open Bayreuth 2001	MARTINEZ Michel (FRA)		FETH Stefan (GER)		MS	Qualification		4 - 3	4:11 11:7 11:9 12:10 8:11 9:11 13:11	MARTINEZ Michel	
2001	German Open Bayreuth 2001	JAPEC Tomislav (CRO)		FETH Stefan (GER)		MS	Qualification		0 - 4	4:11 5:11 9:11 11:13	FETH Stefan	
2001	German Open Bayreuth 2001	FILIMON Andrei (ROU)		KOLODZIEJCZYK Wojciech (POL)		MS	Qualification		4 - 1	13:11 12:10 9:11 12:10 11:1	FILIMON Andrei	
2001	German Open Bayreuth 2001	FILIMON Andrei (ROU)		MIRAULT Cedric (FRA)		MS	Qualification		4 - 2	11:9 12:14 7:11 11:8 11:1 11:4	FILIMON Andrei	
2001	German Open Bayreuth 2001	KOLODZIEJCZYK Wojciech (POL)		MIRAULT Cedric (FRA)		MS	Qualification		2 - 4	11:2 10:12 7:11 11:9 10:12 4:11	MIRAULT Cedric	
2001	German Open Bayreuth 2001	MOLDOVAN Istvan (NOR)		KONGSGAARD Christian (DEN)		MS	Qualification		4 - 0	11:8 11:8 11:5 13:11	MOLDOVAN Istvan	
2001	German Open Bayreuth 2001	MOLDOVAN Istvan (NOR)		KUZMIN Fedor (RUS)		MS	Qualification		1 - 4	6:11 8:11 11:8 5:11 7:11	KUZMIN Fedor	
2001	German Open Bayreuth 2001	KONGSGAARD Christian (DEN)		KUZMIN Fedor (RUS)		MS	Qualification		1 - 4	13:15 11:9 8:11 10:12 10:12	KUZMIN Fedor	
2001	German Open Bayreuth 2001	GARDOS Robert (AUT)		MOHLER Nicola (SUI)		MS	Qualification		4 - 0	11:0 11:6 11:8 11:5	GARDOS Robert	
2001	German Open Bayreuth 2001	GARDOS Robert (AUT)		ILLAS Erik (SVK)		MS	Qualification		4 - 2	11:7 9:11 11:6 12:10 2:11 11:7	GARDOS Robert	
2001	German Open Bayreuth 2001	MOHLER Nicola (SUI)		ILLAS Erik (SVK)		MS	Qualification		1 - 3	8:11 10:12 7:1 4:11	ILLAS Erik	
2001	German Open Bayreuth 2001	GIONIS Panagiotis (GRE)		MORITZ Fabian (GER)		MS	Qualification		4 - 2	6:11 11:6 12:10 11:13 14:12 11:5	GIONIS Panagiotis	
2001	German Open Bayreuth 2001	GIONIS Panagiotis (GRE)		JOVER Sebastien (FRA)		MS	Qualification		4 - 1	11:5 11:8 11:8 9:11 11:9	GIONIS Panagiotis	
2001	German Open Bayreuth 2001	MORITZ Fabian (GER)		JOVER Sebastien (FRA)		MS	Qualification		1 - 4	10:12 11:9 4:11 7:11 7:11	JOVER Sebastien	
2001	German Open Bayreuth 2001	DZIUBANSKI Michal (POL)		MULLER Frank (LIE)		MS	Qualification		4 - 2	11:8 11:6 8:11 13:15 11:7 11:6	DZIUBANSKI Michal	
2001	German Open Bayreuth 2001	DZIUBANSKI Michal (POL)		PERRY Alex (ENG)		MS	Qualification		4 - 3	11:8 11:7 11:13 9:11 12:10 9:11 11:7	DZIUBANSKI Michal	
2001	German Open Bayreuth 2001	MULLER Frank (LIE)		PERRY Alex (ENG)		MS	Qualification		0 - 4	5:11 7:11 5:11 7:11	PERRY Alex	
2001	German Open Bayreuth 2001	KEINATH Thomas (SVK)		CHRISTE Michael (SUI)		MS	Qualification		4 - 0	11:5 11:5 11:8 11:7	KEINATH Thomas	
2001	German Open Bayreuth 2001	KEINATH Thomas (SVK)		SALEH Ahmed (EGY)		MS	Qualification		4 - 1	11:3 9:11 11:2 11:7 11:9	KEINATH Thomas	
2001	German Open Bayreuth 2001	CHRISTE Michael (SUI)		SALEH Ahmed (EGY)		MS	Qualification		1 - 4	7:11 11:7 7:11 6:11 2:11	SALEH Ahmed	
2001	German Open Bayreuth 2001	ANDRIANOV Sergei (RUS)		PISTEJ Lubomir (SVK)		MS	Qualification		3 - 4	11:9 13:15 6:11 11:9 11:8 8:11 5:11	PISTEJ Lubomir	
2001	German Open Bayreuth 2001	ANDRIANOV Sergei (RUS)		CABESTANY Cedrik (FRA)		MS	Qualification		1 - 4	11:4 9:11 7:11 6:11 11:13	CABESTANY Cedrik	
2001	German Open Bayreuth 2001	PISTEJ Lubomir (SVK)		CABESTANY Cedrik (FRA)		MS	Qualification		0 - 4	7:11 2:11 8:11 8:11	CABESTANY Cedrik	
2001	German Open Bayreuth 2001	LINDNER Adam (HUN)		STEHLE Nico (GER)		MS	Qualification		3 - 4	7:11 11:9 8:11 5:11 11:5 11:6 4:11	STEHLE Nico	
2001	German Open Bayreuth 2001	LINDNER Adam (HUN)		PAVELKA Tomas (CZE)		MS	Qualification		4 - 2	11:7 12:14 11:8 8:11 11:6 11:9	LINDNER Adam	
2001	German Open Bayreuth 2001	STEHLE Nico (GER)		PAVELKA Tomas (CZE)		MS	Qualification		2 - 4	6:11 11:13 5:11 11:8 11:8 9:11	PAVELKA Tomas	
2001	German Open Bayreuth 2001	LASHIN Elsayed (EGY)		SUSS Christian (GER)		MS	Qualification		1 - 4	9:11 7:11 11:9 8:11 4:11	SUSS Christian	
2001	German Open Bayreuth 2001	LASHIN Elsayed (EGY)		MILICEVIC Srdan (BIH)		MS	Qualification		3 - 4	11:7 12:10 4:11 3:11 11:7 8:11 7:11	MILICEVIC Srdan	
2001	German Open Bayreuth 2001	SUSS Christian (GER)		MILICEVIC Srdan (BIH)		MS	Qualification		4 - 0	12:10 15:13 12:10 13:11	SUSS Christian	
2001	German Open Bayreuth 2001	VLOTINOS Ioannis (GRE)		SZAFRANEK Piotr (POL)		MS	Qualification		4 - 0	11:8 11:7 11:9 11:5	VLOTINOS Ioannis	
2001	German Open Bayreuth 2001	VLOTINOS Ioannis (GRE)		JINDRAK Karl (AUT)		MS	Qualification		4 - 3	13:11 9:11 10:12 7:11 11:7 11:9 11:9	VLOTINOS Ioannis	
2001	German Open Bayreuth 2001	SZAFRANEK Piotr (POL)		JINDRAK Karl (AUT)		MS	Qualification		4 - 1	6:11 11:7 11:3 11:8 11:3	SZAFRANEK Piotr	
2001	German Open Bayreuth 2001	KLASEK Marek (CZE)		CIOCIU Traian (LUX)		MS	Qualification		2 - 4	9:11 2:11 11:3 11:9 7:11 6:11	CIOCIU Traian	
2001	German Open Bayreuth 2001	KLASEK Marek (CZE)		TAMAS Cristian (ROU)		MS	Qualification		4 - 0	11:4 11:3 11:8 11:7	KLASEK Marek	
2001	German Open Bayreuth 2001	CIOCIU Traian (LUX)		TAMAS Cristian (ROU)		MS
	Qualification		0 - 4	6:11 11:13 9:11 7:11	TAMAS Cristian	


2001	German Open Bayreuth 2001	GLADIEUX Elisabeth (FRA)		BOROS Tamara (CRO)		WS	Main Draw	R64	0 - 4	5:11 7:11 1:11 5:11	BOROS Tamara	
2001	German Open Bayreuth 2001	STEFF Mihaela (ROU)		LOVAS Petra (HUN)		WS	Main Draw	R32	3 - 4	9:11 9:11 7:11 11:9 11:2 11:9 8:11	LOVAS Petra	
2001	German Open Bayreuth 2001	SCHALL Elke (GER)		KIM Kyungah (KOR)		WS	Main Draw	R32	2 - 4	11:13 7:11 11:9 6:11 13:11 4:11	KIM Kyungah	
2001	German Open Bayreuth 2001	PAVLOVICH Viktoria (BLR)		KRAMER Tanja (GER)		WS	Main Draw	R32	4 - 0	11:10 11:4 11:4 11:8	PAVLOVICH Viktoria	
2001	German Open Bayreuth 2001	FAZEKAS Maria (HUN)		TOTH Krisztina (HUN)		WS	Main Draw	R32	1 - 4	9:11 11:7 10:12 8:11 9:11	TOTH Krisztina	
2001	German Open Bayreuth 2001	BATORFI Csilla (HUN)		NEGRISOLI Laura (ITA)		WS	Main Draw	R32	2 - 4	5:11 9:11 9:11 12:10 11:6 9:11	NEGRISOLI Laura	
2001	German Open Bayreuth 2001	MELNIK Galina (RUS)		SVENSSON Asa (SWE)		WS	Main Draw	R32	4 - 1	11:5 14:12 11:9 7:11 11:6	MELNIK Galina	
2001	German Open Bayreuth 2001	SCHOPP Jie (GER)		ZAMFIR Adriana (ROU)		WS	Main Draw	R32	4 - 2	6:11 15:13 6:11 11:8 11:6 12:10	SCHOPP Jie	
2001	German Open Bayreuth 2001	DOBESOVA Jana (CZE)		LIU Jia (AUT)		WS	Main Draw	R32	2 - 4	8:11 8:11 14:12 11:7 2:11 3:11	LIU Jia	
2001	German Open Bayreuth 2001	RYU Jihae (KOR)		BOILEAU Anne (FRA)		WS	Main Draw	R32	4 - 3	13:11 11:13 11:9 7:11 4:11 11:4 11:4	RYU Jihae	
2001	German Open Bayreuth 2001	LOGATZKAYA Tatyana (BLR)		STRUSE Nicole (GER)		WS	Main Draw	R32	2 - 4	4:11 12:10 11:13 9:11 11:7 6:11	STRUSE Nicole	
2001	German Open Bayreuth 2001	NEMES Olga (ROU)		KOSTROMINA Tatyana (1973) (BLR)		WS	Main Draw	R32	0 - 4	6:11 3:11 10:12 11:13	KOSTROMINA Tatyana (1973)	
2001	German Open Bayreuth 2001	ODOROVA Eva (SVK)		KIM Mookyo (KOR)		WS	Main Draw	R32	1 - 4	11:5 1:11 8:11 8:11 13:15	KIM Mookyo	
2001	German Open Bayreuth 2001	LEE Eunsil (KOR)		GANINA Svetlana (RUS)		WS	Main Draw	R32	4 - 1	11:5 11:3 7:11 11:8 11:2	LEE Eunsil	
2001	German Open Bayreuth 2001	KIM Kyungha (KOR)		BADESCU Otilia (ROU)		WS	Main Draw	R32	3 - 4	7:11 11:6 11:7 11:8 3:11 7:11 11:13	BADESCU Otilia	
2001	German Open Bayreuth 2001	KIM Bokrae (KOR)		ELLO Vivien (HUN)		WS	Main Draw	R32	2 - 4	12:10 12:14 5:11 11:9 7:11 8:11	ELLO Vivien	
2001	German Open Bayreuth 2001	PASKAUSKIENE Ruta (LTU)		BOROS Tamara (CRO)		WS	Main Draw	R32	0 - 4	6:11 8:11 5:11 4:11	BOROS Tamara	
2001	German Open Bayreuth 2001	LOVAS Petra (HUN)		KIM Kyungah (KOR)		WS	Main Draw	R16	0 - 4	4:11 9:11 6:11 1:11	KIM Kyungah	
2001	German Open Bayreuth 2001	PAVLOVICH Viktoria (BLR)		TOTH Krisztina (HUN)		WS	Main Draw	R16	4 - 3	5:11 11:5 9:11 11:5 11:7 8:11 11:6	PAVLOVICH Viktoria	
2001	German Open Bayreuth 2001	NEGRISOLI Laura (ITA)		MELNIK Galina (RUS)		WS	Main Draw	R16	4 - 2	11:9 11:7 6:11 11:5 15:17 13:11	NEGRISOLI Laura	
2001	German Open Bayreuth 2001	SCHOPP Jie (GER)		LIU Jia (AUT)		WS	Main Draw	R16	4 - 2	11:6 10:12 11:5 8:11 11:5 11:9	SCHOPP Jie	
2001	German Open Bayreuth 2001	RYU Jihae (KOR)		STRUSE Nicole (GER)		WS	Main Draw	R16	4 - 1	11:7 11:4 11:8 11:13 11:5	RYU Jihae	
2001	German Open Bayreuth 2001	KOSTROMINA Tatyana (1973) (BLR)		KIM Mookyo (KOR)		WS	Main Draw	R16	1 - 4	3:11 6:11 6:11 11:6 4:11	KIM Mookyo	
2001	German Open Bayreuth 2001	LEE Eunsil (KOR)		BADESCU Otilia (ROU)		WS	Main Draw	R16	4 - 0	11:5 11:9 11:7 11:9	LEE Eunsil	
2001	German Open Bayreuth 2001	ELLO Vivien (HUN)		BOROS Tamara (CRO)		WS	Main Draw	R16	1 - 4	3:11 6:11 11:7 10:12 6:11	BOROS Tamara	
2001	German Open Bayreuth 2001	KIM Kyungah (KOR)		PAVLOVICH Viktoria (BLR)		WS	Main Draw	QuarterFinal	3 - 4	9:11 11:9 12:10 11:8 7:11 7:11 7:11	PAVLOVICH Viktoria	
2001	German Open Bayreuth 2001	NEGRISOLI Laura (ITA)		SCHOPP Jie (GER)		WS	Main Draw	QuarterFinal	1 - 4	7:11 11:8 8:11 6:11 5:11	SCHOPP Jie	
2001	German Open Bayreuth 2001	RYU Jihae (KOR)		KIM Mookyo (KOR)		WS	Main Draw	QuarterFinal	4 - 3	11:6 8:11 11:13 11:6 11:6 8:11 18:16	RYU Jihae	
2001	German Open Bayreuth 2001	LEE Eunsil (KOR)		BOROS Tamara (CRO)		WS	Main Draw	QuarterFinal	2 - 4	11:9 13:11 4:11 10:12 9:11 7:11	BOROS Tamara	
2001	German Open Bayreuth 2001	PAVLOVICH Viktoria (BLR)		SCHOPP Jie (GER)		WS	Main Draw	SemiFinal	0 - 4	7:11 8:11 6:11 10:12	SCHOPP Jie	
2001	German Open Bayreuth 2001	RYU Jihae (KOR)		BOROS Tamara (CRO)		WS	Main Draw	SemiFinal	4 - 3	6:11 11:5 11:9 8:11 11:8 7:11 11:9	RYU Jihae	
2001	German Open Bayreuth 2001	SCHOPP Jie (GER)		RYU Jihae (KOR)		WS	Main Draw	Final	1 - 4	11:6 7:11 7:11 1:11 4:11	RYU Jihae
2001	German Open Bayreuth 2001	DERMASTIJA Petra (SLO)		GOROWSKA Magdalena (POL)		WS	Qualification		4 - 0	11:9 11:4 12:10 11:2	DERMASTIJA Petra	
2001	German Open Bayreuth 2001	DERMASTIJA Petra (SLO)		MEYER Benedicte (LUX)		WS	Qualification		4 - 2	8:11 11:4 11:13 16:14 12:10 11:8	DERMASTIJA Petra	
2001	German Open Bayreuth 2001	GOROWSKA Magdalena (POL)		MEYER Benedicte (LUX)		WS	Qualification		3 - 4	12:10 8:11 11:5 11:7 6:11 7:11 15:17	MEYER Benedicte	
2001	German Open Bayreuth 2001	NEGRISOLI Laura (ITA)		PALER-TIMMERMANN Michele (LUX)		WS	Qualification		4 - 1	10:12 11:2 11:4 11:5 11:6	NEGRISOLI Laura	
2001	German Open Bayreuth 2001	NEGRISOLI Laura (ITA)		ASHRAF Ayatollah (EGY)		WS	Qualification		4 - 1	11:1 8:11 11:2 11:5 11:3	NEGRISOLI Laura	
2001	German Open Bayreuth 2001	PALER-TIMMERMANN Michele (LUX)		ASHRAF Ayatollah (EGY)		WS	Qualification		4 - 3	6:11 9:11 9:11 15:13 11:6 12:10 12:10	PALER-TIMMERMANN Michele	
2001	German Open Bayreuth 2001	MOLNAR Zita (HUN)		OSMAN Bacent (EGY)		WS	Qualification		4 - 1	11:6 11:3 11:7 6:11 11:1	MOLNAR Zita	
2001	German Open Bayreuth 2001	MOLNAR Zita (HUN)		FILI Christina (GRE)		WS	Qualification		4 - 1	11:5 11:7 10:12 11:7 11:8	MOLNAR Zita	
2001	German Open Bayreuth 2001	OSMAN Bacent (EGY)		FILI Christina (GRE)		WS	Qualification		0 - 4	9:11 6:11 9:11 7:11	FILI Christina	
2001	German Open Bayreuth 2001	GANINA Svetlana (RUS)		ROHR Meike (GER)		WS	Qualification		4 - 3	11:2 11:13 9:11 12:10 6:11 11:8 11:3	GANINA Svetlana	
2001	German Open Bayreuth 2001	GANINA Svetlana (RUS)		ABDELAZIZ Shimaa (EGY)		WS	Qualification		4 - 0	11:3 12:10 11:5 11:2	GANINA Svetlana	
2001	German Open Bayreuth 2001	ROHR Meike (GER)		ABDELAZIZ Shimaa (EGY)		WS	Qualification		4 - 1	11:5 11:13 11:3 11:6 11:9	ROHR Meike	
2001	German Open Bayreuth 2001	VACHOVCOVA Alena (CZE)		PIETKIEWICZ Monika (POL)		WS	Qualification		4 - 3	8:11 11:8 11:13 11:7 8:11 14:12 11:8	VACHOVCOVA Alena	
2001	German Open Bayreuth 2001	VACHOVCOVA Alena (CZE)		HEINTZ Jessie (LUX)		WS	Qualification		4 - 1	11:9 11:9 5:11 11:7 11:7	VACHOVCOVA Alena	
2001	German Open Bayreuth 2001	PIETKIEWICZ Monika (POL)		HEINTZ Jessie (LUX)		WS	Qualification		4 - 1	11:7 11:8 8:11 11:6 11:4	PIETKIEWICZ Monika	
2001	German Open Bayreuth 2001	GOBEL Jessica (GER)		MOLIK Patricja (POL)		WS	Qualification		4 - 1	11:3 11:6 11:6 10:12 11:7	GOBEL Jessica	
2001	German Open Bayreuth 2001	GOBEL Jessica (GER)		EGGEL Melanie (SUI)		WS	Qualification		4 - 0	12:10 11:7 11:7 11:6	GOBEL Jessica	
2001	German Open Bayreuth 2001	MOLIK Patricja (POL)		EGGEL Melanie (SUI)		WS	Qualification		4 - 0	11:4 13:11 11:6 11:9	MOLIK Patricja	
2001	German Open Bayreuth 2001	LANG Kristin (GER)		NTOULAKI Ekaterina (GRE)		WS	Qualification		1 - 4	2:11 3:11 7:11 11:7 9:11	NTOULAKI Ekaterina	
2001	German Open Bayreuth 2001	LANG Kristin (GER)		SCHMID Tini (SUI)		WS	Qualification		4 - 0	11:6 11:9 14:12 11:9	LANG Kristin	
2001	German Open Bayreuth 2001	NTOULAKI Ekaterina (GRE)		SCHMID Tini (SUI)		WS	Qualification		4 - 1	11:9 11:7 9:11 11:8 11:8	NTOULAKI Ekaterina	
2001	German Open Bayreuth 2001	HAN Kwangsun (KOR)		KUSZAJ Iwona (POL)		WS	Qualification		4 - 0	13:11 11:6 12:10 11:6	HAN Kwangsun	
2001	German Open Bayreuth 2001	HAN Kwangsun (KOR)		HAAN Simone (LUX)		WS	Qualification		4 - 1	6:11 11:4 11:7 11:6 13:11	HAN Kwangsun	
2001	German Open Bayreuth 2001	KUSZAJ Iwona (POL)		HAAN Simone (LUX)		WS	Qualification		4 - 0	11:2 11:4 11:4 11:7	KUSZAJ Iwona	
2001	German Open Bayreuth 2001	WANG Yu (YOB=1981) (ITA)		VACENOVSKA Iveta (CZE)		WS	Qualification		4 - 0	11:5 11:4 11:2 11:8	WANG Yu (YOB=1981)	
2001	German Open Bayreuth 2001	WANG Yu (YOB=1981) (ITA)		CICHOCKA Magdalena (POL)		WS	Qualification		4 - 1	11:3 8:11 11:6 11:8 11:5	WANG Yu (YOB=1981)	
2001	German Open Bayreuth 2001	VACENOVSKA Iveta (CZE)		CICHOCKA Magdalena (POL)		WS	Qualification		4 - 1	11:8 15:13 4:11 11:6 11:8	VACENOVSKA Iveta	
2001	German Open Bayreuth 2001	LEE Hyangmi (KOR)		POHAR Martina (SLO)		WS	Qualification		4 - 0	11:5 11:9 11:4 11:7	LEE Hyangmi	
2001	German Open Bayreuth 2001	LEE Hyangmi (KOR)		CECHOVA Dana (CZE)		WS	Qualification		4 - 0	11:4 11:8 11:9 11:7	LEE Hyangmi	
2001	German Open Bayreuth 2001	POHAR Martina (SLO)		CECHOVA Dana (CZE)		WS	Qualification		4 - 1	11:8 5:11 11:7 11:6 12:10	POHAR Martina	
2001	German Open Bayreuth 2001	HERCZIG Judit (AUT)		GLADIEUX Elisabeth (FRA)		WS	Qualification		4 - 0	12:10 11:5 11:4 13:11	HERCZIG Judit	
2001	German Open Bayreuth 2001	HERCZIG Judit (AUT)		HARABASZOVA Lenka (CZE)		WS	Qualification		0 - 4	6:11 13:15 11:13 8:11	HARABASZOVA Lenka	
2001	German Open Bayreuth 2001	GLADIEUX Elisabeth (FRA)		HARABASZOVA Lenka (CZE)		WS	Qualification		4 - 0	11:6 11:7 11:9 11:6	GLADIEUX Elisabeth	
2001	German Open Bayreuth 2001	BUKA-EDEL Ekaterina (RUS)		POTA Georgina (HUN)		WS	Qualification		2 - 4	12:14 7:11 7:11 11:9 11:9 9:11	POTA Georgina	
2001	German Open Bayreuth 2001	BUKA-EDEL Ekaterina (RUS)		HORAKOVA Libuse (CZE)		WS	Qualification		4 - 2	15:13 11:5 7:11 11:2 6:11 11:9	BUKA-EDEL Ekaterina	
2001	German Open Bayreuth 2001	POTA Georgina (HUN)		HORAKOVA Libuse (CZE)		WS	Qualification		4 - 0	11:9 11:8 12:10 11:4	POTA Georgina	
2001	German Open Bayreuth 2001	NIKOULAE Laoura-Ioulia (GRE)		DING Yan (ITA)		WS	Qualification		4 - 2	11:6 5:11 11:4 11:9 8:11 11:4	NIKOULAE Laoura-Ioulia	
2001	German Open Bayreuth 2001	NIKOULAE Laoura-Ioulia (GRE)		KOLAROVA Nina (SVK)		WS	Qualification		4 - 2	6:11 11:4 11:3 11:9 7:11 11:5	NIKOULAE Laoura-Ioulia	
2001	German Open Bayreuth 2001	DING Yan (ITA)		KOLAROVA Nina (SVK)		WS	Qualification		4 - 1	8:11 11:3 11:4 11:4 11:2	DING Yan	
2001	German Open Bayreuth 2001	MOLNAR Cornelia (CRO)		IVANCAN Irene (GER)		WS	Qualification		4 - 1	9:11 11:6 11:7 11:8 11:8	MOLNAR Cornelia	
2001	German Open Bayreuth 2001	MOLNAR Cornelia (CRO)		KOLAROVA Dominika (SVK)		WS	Qualification		4 - 0	11:9 11:7 11:7 11:6	MOLNAR Cornelia	
2001	German Open Bayreuth 2001	IVANCAN Irene (GER)		KOLAROVA Dominika (SVK)		WS	Qualification		4 - 0	11:5 11:8 11:4 11:6	IVANCAN Irene	
2001	German Open Bayreuth 2001	TODOROVIC Biljana (SLO)		CIGANKOVA Nataliya (BLR)		WS	Qualification		2 - 4	11:4 9:11 11:6 10:12 6:11 5:11	CIGANKOVA Nataliya	
2001	German Open Bayreuth 2001	TODOROVIC Biljana (SLO)		LOVAS Petra (HUN)		WS	Qualification		2 - 4	10:12 6:11 11:4 11:5 7:11 7:11	LOVAS Petra	
2001	German Open Bayreuth 2001	CIGANKOVA Nataliya (BLR)		LOVAS Petra (HUN)		WS	Qualification		0 - 4	6:11 6:11 9:11 7:11	LOVAS Petra	
2001	German Open Bayreuth 2001	DEMIENOVA Zuzana (SVK)		ROHR Gaby (GER)		WS	Qualification		4 - 3	8:11 11:3 5:11 11:9 9:11 12:10 11:9	DEMIENOVA Zuzana	
2001	German Open Bayreuth 2001	DEMIENOVA Zuzana (SVK)		LUCZAKOWSKA Daria (POL)		WS	Qualification		4 - 0	12:10 11:7 11:8 11:8	DEMIENOVA Zuzana	
2001	German Open Bayreuth 2001	ROHR Gaby (GER)		LUCZAKOWSKA Daria (POL)		WS	Qualification		4 - 1	11:5 12:10 11:6 1:11 11:5	ROHR Gaby	
2001	German Open Bayreuth 2001	STEFANOVA Nikoleta (ITA)		FINNEMANN Pia (DEN)		WS	Qualification		4 - 3	5:11 11:6 11:1 11:7 7:11 5:11 11:5	STEFANOVA Nikoleta	
2001	German Open Bayreuth 2001	STEFANOVA Nikoleta (ITA)		OLLMER Marie (GER)		WS	Qualification		4 - 1	9:11 11:9 15:13 12:10 11:5	STEFANOVA Nikoleta	
2001	German Open Bayreuth 2001	FINNEMANN Pia (DEN)		OLLMER Marie (GER)		WS	Qualification		4 - 2	11:7 11:4 9:11 11:7 7:11 11:8	FINNEMANN Pia	
2001	German Open Bayreuth 2001	VOLAKAKI Archontoula (GRE)		OLSSON Marie (SWE)		WS	Qualification		4 - 0	12:10 11:5 11:9 11:9	VOLAKAKI Archontoula	
2001	German Open Bayreuth 2001	VOLAKAKI Archontoula (GRE)		SCHNEIDER Katharina (GER)		WS	Qualification		4 - 2	11:5 11:3 10:12 11:4 9:11 11:9	VOLAKAKI Archontoula	
2001	German Open Bayreuth 2001	OLSSON Marie (SWE)		SCHNEIDER Katharina (GER)		WS	Qualification		0 - 4	7:11 7:11 9:11 8:11	SCHNEIDER Katharina	
2001	German Open Bayreuth 2001	LOWER Helen (ENG)		HALAS Helena (SLO)		WS	Qualification		1 - 3	8:11 8:11 8:11 14:11	HALAS Helena	
2001	German Open Bayreuth 2001	LOWER Helen (ENG)		URBAN Alexandra (GER)		WS	Qualification		1 - 4	12:10 8:11 9:11 7:11 8:11	URBAN Alexandra	
2001	German Open Bayreuth 2001	HALAS Helena (SLO)		URBAN Alexandra (GER)		WS	Qualification		0 - 4	5:11 9:11 2:11 7:11	URBAN Alexandra	
2001	German Open Bayreuth 2001	DEATON Nicola (ENG)		CSERNYIK Ildiko (HUN)		WS	Qualification		1 - 4	6:11 11:5 4:11 12:14 4:11	CSERNYIK Ildiko	
2001	German Open Bayreuth 2001	DEATON Nicola (ENG)		SHABAN Zeina (JOR)		WS	Qualification		4 - 1	11:3 6:11 11:9 11:4 11:5	DEATON Nicola	
2001	German Open Bayreuth 2001	CSERNYIK Ildiko (HUN)		SHABAN Zeina (JOR)		WS	Qualification		4 - 2	11:4 8:11 6:11 11:8 11:6 11:6	CSERNYIK Ildiko	
2001	German Open Bayreuth 2001	STEFANSKA Kinga (POL)		BOLLMEIER Nadine (GER)		WS	Qualification		4 - 1	11:6 11:9 7:11 11:5 19:17	STEFANSKA Kinga	
2001	German Open Bayreuth 2001	STEFANSKA Kinga (POL)		SMISTIKOVA Martina (CZE)		WS	Qualification		4 - 2	11:5 4:11 16:14 12:14 11:7 11:6	STEFANSKA Kinga	
2001	German Open Bayreuth 2001	BOLLMEIER Nadine (GER)		SMISTIKOVA Martina (CZE)		WS	Qualification		3 - 4	11:9 11:4 11:4 13:15 8:11 1:11 9:11	SMISTIKOVA Martina	
2001	German Open Bayreuth 2001	ROBERTSON Laura (GER)		JONSSON Susanne (SWE)		WS	Qualification		2 - 4	9:11 11:4 11:7 9:11 5:11 11:13	JONSSON Susanne	
2001	German Open Bayreuth 2001	ROBERTSON Laura (GER)		UNTEA Cristina (ROU)		WS	Qualification		1 - 4	6:11 11:7 4:11 9:11 10:12	UNTEA Cristina	
2001	German Open Bayreuth 2001	JONSSON Susanne (SWE)		UNTEA Cristina (ROU)		WS	Qualification		4 - 3	8:11 10:12 7:11 11:9 11:4 11:8 11:8	JONSSON Susanne	
2001	German Open Bayreuth 2001	MEYERHOFER Katrin (GER)		YOON Jihye (KOR)		WS	Qualification		3 - 4	6:11 11:8 13:11 8:11 11:8 5:11 11:13	YOON Jihye	
2001	German Open Bayreuth 2001	MEYERHOFER Katrin (GER)		WICKI Sonia (SUI)		WS	Qualification		4 - 1	11:8 11:7 10:12 11:8 11:3	MEYERHOFER Katrin	
2001	German Open Bayreuth 2001	YOON Jihye (KOR)		WICKI Sonia (SUI)		WS	Qualification		4 - 0	11:4 11:3 11:7 11:8	YOON Jihye	
2001	German Open Bayreuth 2001	STEFF Mihaela (ROU)		CSERNYIK Ildiko (HUN)		WS	Main Draw	R64	4 - 1	11:8 9:11 11:4 11:3 11:6	STEFF Mihaela	
2001	German Open Bayreuth 2001	LOVAS Petra (HUN)		STRBIKOVA Renata (CZE)		WS	Main Draw	R64	4 - 0	11:9 11:7 11:9 12:10	LOVAS Petra	
2001	German Open Bayreuth 2001	SCHALL Elke (GER)		POTA Georgina (HUN)		WS	Main Draw	R64	4 - 3	9:11 11:7 11:5 8:11 6:11 11:7 11:5	SCHALL Elke	
2001	German Open Bayreuth 2001	IVANCAN Irene (GER)		KIM Kyungah (KOR)		WS	Main Draw	R64	2 - 4	11:6 5:11 8:11 4:11 11:7 5:11	KIM Kyungah	
2001	German Open Bayreuth 2001	PAVLOVICH Viktoria (BLR)		YOON Jihye (KOR)		WS	Main Draw	R64	4 - 2	12:10 7:11 11:5 12:14 11:5 11:6	PAVLOVICH Viktoria	
